Name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,Dew,humidity,Precipitation,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
joshimath,25-06-2012,30.6,17.7,24,29,17.7,23.5,10.3,45.8,0,0,0,,,,,28.1,274.7,,9,,317.1,27.4,10,,2012-06-25T05:10:55,2012-06-25T19:17:54,0.2,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,26-06-2012,30.2,17.8,23.3,28.5,17.8,22.9,9.3,44.6,12.1,100,41.67,rain,,,,26.3,274.9,,1.8,,346.8,30,10,,2012-06-26T05:11:13,2012-06-26T19:18:00,0.23,Rain,Clear conditions throughout the day with rain.,rain,remote
joshimath,27-06-2012,29.1,16.9,23.1,28.2,16.9,22.9,12.1,52.4,0.3,100,12.5,rain,,,,24.5,271.6,,11,,318.9,27.5,10,,2012-06-27T05:11:32,2012-06-27T19:18:06,0.25,Rain,Clear conditions throughout the day with early morning rain.,rain,remote
joshimath,28-06-2012,31.4,17.2,23.9,29.5,17.2,23.4,10.6,47.6,0.3,100,12.5,rain,,,,18,276.2,,0.9,,353.7,30.4,10,,2012-06-28T05:11:53,2012-06-28T19:18:09,0.31,Rain,Clear conditions throughout the day with early morning rain.,rain,remote
joshimath,29-06-2012,31.4,18.4,24.6,29.7,18.4,24,10.5,44.4,0,0,0,,,,,19.1,263.7,,7,,348.6,30.2,10,,2012-06-29T05:12:14,2012-06-29T19:18:12,0.34,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,30-06-2012,30.8,19.9,25,29.3,19.9,24.5,11.5,45.2,0,0,0,,,,,15.5,248.2,,25.7,,322.4,27.9,10,,2012-06-30T05:12:36,2012-06-30T19:18:12,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,01-07-2012,31,20.2,25.2,29.6,20.2,24.8,12.8,48.4,15,100,50,rain,,,,14.8,192.8,,42.7,,289.2,25,9,,2012-07-01T05:12:58,2012-07-01T19:18:11,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,02-07-2012,28.8,20.3,23.8,28.7,20.3,23.8,16.3,65.2,19.6,100,91.67,rain,,,,20.2,228,,66.9,,266.1,23.1,9,,2012-07-02T05:13:22,2012-07-02T19:18:09,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,03-07-2012,24,19.3,21.3,24,19.3,21.3,18.7,86,10.6,100,87.5,rain,,,,15.1,202.8,,84.7,,126.9,11,4,,2012-07-03T05:13:47,2012-07-03T19:18:06,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,04-07-2012,26.3,18.1,21.5,26.3,18.1,21.5,17.9,81.5,4.1,100,37.5,rain,,,,17.3,212.5,,76.1,,202.5,17.4,7,,2012-07-04T05:14:12,2012-07-04T19:18:01,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote
joshimath,05-07-2012,26.7,18.7,22.4,26.7,18.7,22.4,17.7,77,0,0,0,,,,,17.6,247.6,,52.6,,232.9,20.1,7,,2012-07-05T05:14:39,2012-07-05T19:17:54,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,06-07-2012,25.6,17.5,21.2,25.6,17.5,21.2,17.1,79.3,10.4,100,62.5,rain,,,,16.6,215,,75.7,,237.9,20.5,7,,2012-07-06T05:15:06,2012-07-06T19:17:47,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,07-07-2012,23.9,16.6,19.8,23.9,16.6,19.8,16.6,82.7,11.1,100,100,rain,,,,15.1,194.8,,88,,196.2,16.9,6,,2012-07-07T05:15:34,2012-07-07T19:17:37,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,08-07-2012,24.3,17.1,20.6,24.3,17.1,20.6,17,81.5,10.4,100,100,rain,,,,12.2,200.5,,68.1,,220.8,18.9,6,,2012-07-08T05:16:03,2012-07-08T19:17:27,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,09-07-2012,25.7,17.9,21.1,25.7,17.9,21.1,17.3,80.7,7.7,100,66.67,rain,,,,13.3,194.5,,79.4,,208.8,18.1,8,,2012-07-09T05:16:32,2012-07-09T19:17:15,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,10-07-2012,26.3,17.9,21.4,26.3,17.9,21.4,17.5,79.9,3.7,100,62.5,rain,,,,13.3,156.3,,69.7,,226.6,19.6,8,,2012-07-10T05:17:02,2012-07-10T19:17:01,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,11-07-2012,26.4,17.8,21.6,26.4,17.8,21.6,17.8,80.7,7.1,100,87.5,rain,,,,14.8,184,,54.5,,245,21.2,8,,2012-07-11T05:17:33,2012-07-11T19:16:46,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,12-07-2012,23.4,18.9,20.6,23.4,18.9,20.6,19,90.6,9.1,100,100,rain,,,,20.2,207.5,,82.1,,108.7,9.3,4,,2012-07-12T05:18:04,2012-07-12T19:16:29,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,13-07-2012,22.7,18.3,20.4,22.7,18.3,20.4,19.1,92.7,22.4,100,75,rain,,,,22.3,218.5,,90.3,,105.8,9,3,,2012-07-13T05:18:36,2012-07-13T19:16:11,0.81,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,14-07-2012,25.1,17.5,20.7,25.1,17.5,20.7,18,85.6,20,100,100,rain,,,,20.2,245.8,,39.9,,248.8,21.5,8,,2012-07-14T05:19:08,2012-07-14T19:15:51,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,15-07-2012,23.8,16.9,20.1,23.8,16.9,20.1,17.6,86.3,1.9,100,70.83,rain,,,,16.9,226.7,,59.4,,170.1,14.6,5,,2012-07-15T05:19:41,2012-07-15T19:15:30,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,16-07-2012,26.1,17.1,21.4,26.1,17.1,21.4,17.4,79.7,0.3,100,12.5,rain,,,,16.2,247.5,,34.3,,292.8,25.4,9,,2012-07-16T05:20:14,2012-07-16T19:15:08,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
joshimath,17-07-2012,25.7,17.8,21.5,25.7,17.8,21.5,17.8,80.8,0,0,0,,,,,22.7,249.8,,31.8,,265.7,23.1,8,,2012-07-17T05:20:48,2012-07-17T19:14:44,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,18-07-2012,26.8,18,22.2,27.9,18,22.3,18.7,81.8,0.6,100,25,rain,,,,22.7,255,,27.9,,268.2,23,9,,2012-07-18T05:21:22,2012-07-18T19:14:19,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
joshimath,19-07-2012,27.3,18.9,22.9,28.3,18.9,23.1,18.3,76.7,1.5,100,37.5,rain,,,,21.2,256.5,,30.6,,310.2,26.7,9,,2012-07-19T05:21:57,2012-07-19T19:13:52,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,20-07-2012,27.2,19,22.5,27.6,19,22.6,17,73.1,6,100,45.83,rain,,,,16.6,251.4,,38.3,,305.4,26.5,10,,2012-07-20T05:22:31,2012-07-20T19:13:23,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,21-07-2012,23.3,18.8,20.9,23.3,18.8,20.9,18.5,86.5,14.2,100,100,rain,,,,17.3,217.5,,66.7,,137.9,11.8,4,,2012-07-21T05:23:07,2012-07-21T19:12:54,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,22-07-2012,24.6,19.1,21.5,24.6,19.1,21.5,19.3,88,12.9,100,75,rain,,,,19.8,249.4,,78.6,,182.8,16,6,,2012-07-22T05:23:42,2012-07-22T19:12:23,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,23-07-2012,24.7,18.6,21.1,24.7,18.6,21.1,18.7,86.7,10.3,100,100,rain,,,,19.1,250.2,,85.3,,203.1,17.4,6,,2012-07-23T05:24:18,2012-07-23T19:11:50,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,24-07-2012,25,17.9,20.9,25,17.9,20.9,18.4,86.4,22.3,100,100,rain,,,,18,243,,79.7,,231.7,19.9,7,,2012-07-24T05:24:53,2012-07-24T19:11:16,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,25-07-2012,23.3,17.9,20.1,23.3,17.9,20.1,18.6,91.7,26.4,100,100,rain,,,,19.4,211.5,,82,,172.7,14.9,7,,2012-07-25T05:25:30,2012-07-25T19:10:41,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,26-07-2012,23.4,18,20.3,23.4,18,20.3,18.1,87.4,2.2,100,62.5,rain,,,,13.7,170.9,,77.8,,179.7,15.4,5,,2012-07-26T05:26:06,2012-07-26T19:10:04,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,27-07-2012,22.7,18.3,20.3,22.7,18.3,20.3,18.8,91.6,8.9,100,62.5,rain,,,,19.8,226.3,,71.2,,136.3,11.7,4,,2012-07-27T05:26:42,2012-07-27T19:09:26,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,28-07-2012,22.4,18,20.3,22.4,18,20.3,19,92.2,3.7,100,100,rain,,,,18.7,214.4,,86.8,,128.1,11,4,,2012-07-28T05:27:19,2012-07-28T19:08:47,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,29-07-2012,21.5,18,19.9,21.5,18,19.9,19.1,94.9,10.8,100,100,rain,,,,19.1,190.2,,97.4,,82.6,7,3,,2012-07-29T05:27:55,2012-07-29T19:08:06,0.36,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,30-07-2012,21.7,17.2,19.2,21.7,17.2,19.2,18.1,93.3,20.8,100,100,rain,,,,23.8,199.5,,97.2,,87.8,7.6,3,,2012-07-30T05:28:32,2012-07-30T19:07:25,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,31-07-2012,22.8,14.7,19,22.8,14.7,19,16.5,85.6,8.2,100,100,rain,,,,13,42,,87.3,,147.9,12.8,5,,2012-07-31T05:29:09,2012-07-31T19:06:41,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,01-08-2012,23.6,17.6,20.3,23.6,17.6,20.3,18.3,88.9,2.4,100,75,rain,,,,19.8,243.3,,94.3,,213.6,18.4,8,,2012-08-01T05:29:46,2012-08-01T19:05:57,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,02-08-2012,23.2,17.4,20,23.2,17.4,20,18,88.4,5.1,100,62.5,rain,,,,17.3,248.4,,92.4,,196.3,17,7,,2012-08-02T05:30:23,2012-08-02T19:05:11,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
joshimath,03-08-2012,22.7,17.7,19.9,22.7,17.7,19.9,18.3,90.9,35.2,100,100,rain,,,,16.6,220.5,,74.3,,177.6,15.4,6,,2012-08-03T05:31:00,2012-08-03T19:04:24,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,04-08-2012,21.5,17.6,19.2,21.5,17.6,19.2,18,93.1,59,100,100,rain,,,,15.8,190.4,,67.7,,134.7,11.6,4,,2012-08-04T05:31:37,2012-08-04T19:03:36,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,05-08-2012,23.1,17.1,20,23.1,17.1,20,17.3,84.9,0.1,100,4.17,rain,,,,12.2,188.6,,51.1,,217.7,18.7,7,,2012-08-05T05:32:14,2012-08-05T19:02:47,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
joshimath,06-08-2012,24.4,16.9,20.6,24.4,16.9,20.6,17.7,84.5,0,0,0,,,,,14,242.8,,41.9,,274.5,23.7,9,,2012-08-06T05:32:50,2012-08-06T19:01:57,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,07-08-2012,24.4,17.7,20.8,24.4,17.7,20.8,18.8,88.9,10.8,100,62.5,rain,,,,12.6,237,,64.8,,257.6,21.9,8,,2012-08-07T05:33:27,2012-08-07T19:01:05,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,08-08-2012,22.3,18.2,20.1,22.3,18.2,20.1,18.7,91.7,7.7,100,95.83,rain,,,,15.8,196.6,,89.1,,145.7,12.7,4,,2012-08-08T05:34:04,2012-08-08T19:00:12,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,09-08-2012,21.6,16.8,19.5,21.6,16.8,19.5,18.4,93.8,17.9,100,100,rain,,,,19.1,219.1,,94.9,,119.2,10.2,4,,2012-08-09T05:34:41,2012-08-09T18:59:19,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,10-08-2012,23.5,16.4,20,23.5,16.4,20,16.7,81.7,9.8,100,79.17,rain,,,,12.2,159.8,,78.5,,228,19.7,7,,2012-08-10T05:35:17,2012-08-10T18:58:24,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,11-08-2012,23.6,17.9,20.5,23.6,17.9,20.5,17.9,85.8,17.9,100,66.67,rain,,,,13,225.1,,56.2,,242.1,21,8,,2012-08-11T05:35:54,2012-08-11T18:57:28,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,12-08-2012,20.9,17.1,19.2,20.9,17.1,19.2,17.8,91.8,8.8,100,70.83,rain,,,,16.9,198.6,,89.7,,122.9,10.7,4,,2012-08-12T05:36:30,2012-08-12T18:56:31,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,13-08-2012,23.7,16.3,19.6,23.7,16.3,19.6,17,85.6,11.2,100,95.83,rain,,,,15.8,171.4,,77.7,,256.9,22.2,9,,2012-08-13T05:37:07,2012-08-13T18:55:33,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,14-08-2012,23.4,16.5,19.8,23.4,16.5,19.8,17.6,88.2,14.8,100,75,rain,,,,13,147.8,,85,,224.9,19.4,8,,2012-08-14T05:37:43,2012-08-14T18:54:35,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,15-08-2012,24,17.5,20.6,24,17.5,20.6,18.3,87.5,20,100,54.17,rain,,,,14.8,180.2,,53.9,,249,21.6,8,,2012-08-15T05:38:19,2012-08-15T18:53:35,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,16-08-2012,22.9,18.1,20.4,22.9,18.1,20.4,19,91.9,8.7,100,54.17,rain,,,,17.3,210.2,,64.7,,170.6,14.8,5,,2012-08-16T05:38:55,2012-08-16T18:52:34,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,17-08-2012,23.4,18.3,20.6,23.4,18.3,20.6,19.1,91.9,14.9,100,58.33,rain,,,,14.8,242.8,,63.3,,166.8,14.4,5,,2012-08-17T05:39:31,2012-08-17T18:51:33,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,18-08-2012,23.8,18.4,20.7,23.8,18.4,20.7,19.3,92.1,53.8,100,91.67,rain,,,,17.3,223.3,,94.4,,159.9,13.9,6,,2012-08-18T05:40:07,2012-08-18T18:50:30,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,19-08-2012,21.3,17.7,19.7,21.3,17.7,19.7,18.3,91.7,24.8,100,100,rain,,,,16.2,219.9,,93.8,,93,8,3,,2012-08-19T05:40:42,2012-08-19T18:49:27,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,20-08-2012,24.2,17.3,20.4,24.2,17.3,20.4,18.1,87,24.5,100,100,rain,,,,20.5,214.8,,77.9,,255.6,21.9,9,,2012-08-20T05:41:18,2012-08-20T18:48:23,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,21-08-2012,21.4,16.6,18.9,21.4,16.6,18.9,17.4,91.5,15.5,100,100,rain,,,,16.9,161.4,,85.5,,170.3,14.7,6,,2012-08-21T05:41:53,2012-08-21T18:47:18,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,22-08-2012,21.8,17.2,19.3,21.8,17.2,19.3,18.1,93.2,8.4,100,100,rain,,,,22,196.9,,92.6,,149.6,12.9,6,,2012-08-22T05:42:28,2012-08-22T18:46:12,0.17,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,23-08-2012,21.2,16.3,18.6,21.2,16.3,18.6,17.3,92.1,32.2,100,83.33,rain,,,,11.9,169.8,,89.2,,130.4,11.1,4,,2012-08-23T05:43:04,2012-08-23T18:45:06,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,24-08-2012,23,16.7,19.7,23,16.7,19.7,17.8,89.3,17.4,100,100,rain,,,,10.4,194.5,,89.3,,153.1,13.1,5,,2012-08-24T05:43:39,2012-08-24T18:43:59,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,25-08-2012,22.3,18.2,19.9,22.3,18.2,19.9,18.8,93.3,14.7,100,100,rain,,,,14,175.7,,84.2,,138,11.9,5,,2012-08-25T05:44:13,2012-08-25T18:42:51,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,26-08-2012,23.1,17.6,20.2,23.1,17.6,20.2,18.2,89,8.1,100,100,rain,,,,13.7,178.6,,83.6,,239.5,20.8,8,,2012-08-26T05:44:48,2012-08-26T18:41:43,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,27-08-2012,20.5,18,19.1,20.5,18,19.1,17.9,93.1,5,100,62.5,rain,,,,16.6,159.2,,94,,80.4,6.9,3,,2012-08-27T05:45:23,2012-08-27T18:40:33,0.35,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,28-08-2012,22.8,16.4,19.4,22.8,16.4,19.4,17.8,90.6,5,100,66.67,rain,,,,19.1,166.7,,61.3,,170.6,14.8,6,,2012-08-28T05:45:57,2012-08-28T18:39:24,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,29-08-2012,22.4,17.9,20.1,22.4,17.9,20.1,18.1,88.8,4.7,100,87.5,rain,,,,10.4,272.8,,76.1,,127.9,11.2,4,,2012-08-29T05:46:31,2012-08-29T18:38:14,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,30-08-2012,22.3,17.5,19.8,22.3,17.5,19.8,17.5,87.1,4,100,58.33,rain,,,,10.4,230.4,,80.3,,152.6,13.2,6,,2012-08-30T05:47:06,2012-08-30T18:37:03,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,31-08-2012,22.4,17.5,19.7,22.4,17.5,19.7,17,85.1,8.1,100,100,rain,,,,10.1,237.2,,86.5,,156.7,13.5,5,,2012-08-31T05:47:40,2012-08-31T18:35:51,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,01-09-2012,24.3,17.8,20.4,24.3,17.8,20.4,18.5,89.6,1.4,100,58.33,rain,,,,17.3,228,,68.4,,184.8,16,7,,2012-09-01T05:48:14,2012-09-01T18:34:39,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,02-09-2012,21.7,16.8,19.3,21.7,16.8,19.3,17.5,89.5,8.9,100,62.5,rain,,,,10.1,204.7,,92.1,,114.3,9.8,4,,2012-09-02T05:48:48,2012-09-02T18:33:27,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
joshimath,03-09-2012,20.7,17.8,19,20.7,17.8,19,18.2,94.9,1.4,100,37.5,rain,,,,17.3,214.3,,93.2,,63.3,5.4,2,,2012-09-03T05:49:21,2012-09-03T18:32:14,0.59,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,remote
joshimath,04-09-2012,21.4,16.5,18.9,21.4,16.5,18.9,17.5,92,2.6,100,58.33,rain,,,,11.9,182.8,,84.8,,140.5,12.3,5,,2012-09-04T05:49:55,2012-09-04T18:31:01,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,05-09-2012,22.7,16.6,19.1,22.7,16.6,19.1,17.2,89.6,4.6,100,70.83,rain,,,,13.7,195.3,,65.8,,190.4,16.3,7,,2012-09-05T05:50:29,2012-09-05T18:29:48,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,06-09-2012,21.9,16.4,19,21.9,16.4,19,16.5,86.2,4,100,62.5,rain,,,,16.6,165.6,,33,,243.1,21,8,,2012-09-06T05:51:02,2012-09-06T18:28:34,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,07-09-2012,23.4,15.9,19.3,23.4,15.9,19.3,16.5,84.3,12.8,100,62.5,rain,,,,14.8,156.8,,50.3,,257.7,22.3,9,,2012-09-07T05:51:36,2012-09-07T18:27:19,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,08-09-2012,23.5,15.9,19.5,23.5,15.9,19.5,17.1,86.3,9.2,100,37.5,rain,,,,14.4,162.8,,36.5,,257.9,22.2,9,,2012-09-08T05:52:09,2012-09-08T18:26:05,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote
joshimath,09-09-2012,24.5,16.9,20.5,24.5,16.9,20.5,17.6,84.2,0,0,0,,,,,13.7,212.6,,28,,268.9,23.3,9,,2012-09-09T05:52:43,2012-09-09T18:24:50,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,10-09-2012,20.9,18,19.4,20.9,18,19.4,18.8,96.2,0.7,100,29.17,rain,,,,20.2,205.1,,95,,71.4,6,2,,2012-09-10T05:53:16,2012-09-10T18:23:35,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
joshimath,11-09-2012,21.8,15.2,18.4,21.8,15.2,18.4,16.4,88.7,11.3,100,58.33,rain,,,,13,160.9,,79.9,,162.3,13.9,6,,2012-09-11T05:53:50,2012-09-11T18:22:19,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,12-09-2012,22.5,14.7,18.3,22.5,14.7,18.3,16.7,90.9,17.6,100,100,rain,,,,16.6,182.3,,91.7,,150,13,6,,2012-09-12T05:54:23,2012-09-12T18:21:03,0.88,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,13-09-2012,22,17.8,19.5,22,17.8,19.5,18.6,95.2,19.5,100,100,rain,,,,25.9,227.8,,93,,138.2,11.9,5,,2012-09-13T05:54:56,2012-09-13T18:19:48,0.91,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,14-09-2012,20.6,17.6,18.7,20.6,17.6,18.7,17.7,94.2,18.7,100,100,rain,,,,15.5,197.5,,95.3,,93.3,8,4,,2012-09-14T05:55:30,2012-09-14T18:18:32,0.94,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,15-09-2012,22.5,17.2,19.6,22.5,17.2,19.6,18.5,93.5,10,100,100,rain,,,,21.2,241.7,,68.9,,178.5,15.4,6,,2012-09-15T05:56:03,2012-09-15T18:17:16,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,16-09-2012,20.1,16.7,18.6,20.1,16.7,18.6,17.7,95,6.3,100,100,rain,,,,16.2,209.9,,77.3,,100,8.7,3,,2012-09-16T05:56:37,2012-09-16T18:15:59,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,17-09-2012,20.2,16.4,18.4,20.2,16.4,18.4,17.6,95.2,79.9,100,83.33,rain,,,,14.8,196.2,,79.3,,95.6,8.3,3,,2012-09-17T05:57:10,2012-09-17T18:14:43,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,18-09-2012,20.6,14.6,17.3,20.6,14.6,17.3,16,91.8,38,100,100,rain,,,,16.6,144.2,,76.2,,154.7,13.5,6,,2012-09-18T05:57:44,2012-09-18T18:13:27,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,19-09-2012,22.3,14.9,18.2,22.3,14.9,18.2,15.9,87.1,1.5,100,25,rain,,,,12.6,247.3,,40.2,,203.5,17.5,7,,2012-09-19T05:58:18,2012-09-19T18:12:10,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
joshimath,20-09-2012,22.4,15.1,18.4,22.4,15.1,18.4,15.3,82.7,0,0,0,,,,,14,267.6,,12.7,,255.1,21.8,8,,2012-09-20T05:58:51,2012-09-20T18:10:54,0.15,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,21-09-2012,22.4,14.9,18.2,22.4,14.9,18.2,15.1,82.5,0,0,0,,,,,15.1,267.1,,14.1,,273.8,23.7,9,,2012-09-21T05:59:25,2012-09-21T18:09:38,0.18,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,22-09-2012,21.9,15.1,17.9,21.9,15.1,17.9,14.6,82.1,0,0,0,,,,,11.2,244,,13.8,,257.1,22.3,8,,2012-09-22T05:59:59,2012-09-22T18:08:21,0.22,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,23-09-2012,22.5,14.2,17.7,22.5,14.2,17.7,13.8,79.3,0,0,0,,,,,15.5,271.8,,11.4,,269.7,23.4,9,,2012-09-23T06:00:33,2012-09-23T18:07:05,0.25,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,24-09-2012,21.6,12.8,16.6,21.6,12.8,16.6,12.5,78,0,0,0,,,,,15.1,277.1,,2.8,,277.4,23.9,9,,2012-09-24T06:01:07,2012-09-24T18:05:49,0.29,Clear,Clear conditions throughout the day.,clear-day,remote
